title,author,genre,status,release_day,views,subscribers,rating,chapter,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,AceBlacksmith09 ,"GUESS WHOS BACK, BACK AGAIN, DAEWIS BACK TELL MIRA","Jul 06, 2017",32,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,Braeden Moran,Bet money Daewi is there to pick up Mori Dan,"Jul 06, 2017",22,0,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,Not Milk,This is irrelevant to the chapter but I barely just realized that Mori Jin was never able to see his redecorated room and his bank account.This is when I start to miss the past arks where Mori was actually in all of the chapters rather than a few panels.I miss everyone I hope we get to see them more(excluding the guy with the X scar on his forehead he should go die),"Jul 13, 2017",29359,126,30,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,mkgs223,His eyes look at his eyes..... there a sight for sore eyes     😭😭😭😭😭😭 thank you for my first top comment 😭😭😭😭,"Jul 13, 2017",15182,96,20,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,Ꮚ•ꈊ•Ꮚ~Xmnuni ʕ•㉨•ʔ,First of all Rak's back. Now we need our turtle Mori Jin. Who's with me!?!??!  Edit:  (ʘᗩʘ’) huh?!? *wipes glasses* *checks eyesight* б（⊙ε＜）∂   Holy poop. Thanks y'all for top comment!!! *wipes tears* BTW: Now all we need is Rai to get back his lifespan. Then we could finally Rest In Peace.,"Jul 13, 2017",13892,352,38,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,Alf Gochez,"Mori Jung has THE EYES.Ahan Dan has THAT HEADBAND. Mori Dan has THAT DUMMY CHARISMA AND PHISICAL STRENGHT. WITH THEIR TRAITS UNITED, THEY ARE MORI JIN!!!","Jul 13, 2017",505,0,10,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,Kairu-kun,"Mori Jung: I've got one important question.                               Mori Dan: Is it, ""Why do we all have similar names to that dead ""evil"" guy?"".     Mori Jung: No you idiot. I was wondering where she got that sleep mask?      Mori Ahan: Idk just showed up one day.           Mori Jung: ... Okay cool see you tomorrow. ","Jul 13, 2017",206,2,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,DesertMatthew,we may have ended on a cliffhanger  but shout out to the author for this longer than usual chapter! Thank you!,"Jul 13, 2017",110,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,KingCookie48,"Woah I'm early. But I have a thought. What if they're all ""him"" but his power got divided into many parts? Like that's why their so weak (or have a weakness) . And in order for Mori Jin to come back he need all of them gather and stuff","Jul 13, 2017",103,1,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,Leone Chan,how many kids did mori jin have,"Jul 13, 2017",90,2,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,OriginalShadowKnight,Each of the Mori's are different peices of him and if you see their traits they are each of the ones Mori possessed. Mori Dan was his more childish side like he was presented in the beginning. Ahan Dan is his stronger side with a more serious a competative nature. Then our newest Mori Jung seems to be his memories or the core conscious of who Mori was. I could be wrong but this is just my guess.,"Jul 13, 2017",60,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,스포를 줄기는 사람 😎,MORIII...IS THAT YOU!?!?!?!?!?,"Jul 13, 2017",49,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,idkmyname_soidc,Why is everyone stealing our boy Mori's name •○•,"Jul 13, 2017",43,2,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,Jannice Lozano,I scream on the top of my lungs and jump around when i saw mori. (ಥ _ ಥ)MORI WELCOME BACK!!!!!!!! ,"Jul 13, 2017",30,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,Ꮚ•ꈊ•Ꮚ~Xmnuni ʕ•㉨•ʔ,First Rak. Now we need our turtle Mori Jin!!!!!! Who's with me!?!?!,"Jul 13, 2017",27,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,Coconotnice,Am I the only one wgo think the all 'strongest at this school'  thing is totally Mori Jin style? ,"Jul 14, 2017",23,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,318,1611,594306,43999,30376719,2017-07-14,cookees98,"I think Mori Jin split into three maybe.Mind, body, and spirit. Each possessing one trait of his maybe. Mori dan has physical, aha dan has god power, and this Mori jung must have jaecheondaesong's power, I mean look at that staff behind him. It's yeoui my people!","Jul 14, 2017",12,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,RushStorm,It's gotta be Mori Jin! The eyes! The kick! The Style! Edit: Like the chapter please. Edit2: shh I get it.,"Jul 20, 2017",30251,404,92,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,NOØB_Comments..,He's back boyssss!!! MORI HAS ANSWERED OUR CALL!!!  GOD OF HIGHSCHOOL HAVE ANSWERR! EDIT: You guys are saying he isn't 'MORI JIN'  so anyone wanna explain?   DONT LEAK INFO REGARDING CHAPTERS THAT ARE UN RELEASED! NO SPOILERS⚠️,"Jul 20, 2017",17408,307,55,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,Darius Scott,Mori Dan borrow power is Mori Jin power ,"Jul 20, 2017",17288,329,47,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,Experiment51,"Am I the only one that kind of dislikes the sister? I don't know why, but she just doesn't sit well with me, maybe it is because of the fact that her brother is suppressing his power for her sake.","Jul 20, 2017",339,23,15,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,asuikakamare,I bet that moris power body soul and mind split so few kids have his power and the plot will be about gathering the parts putting him back and defeat the world government ,"Jul 20, 2017",197,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,~ˏ₍•ɞ•₎ˎ~Sakura-chan,the fact that everyone thinks Mori Jin and his dead grandpa are villains makes me so mad. makes me wanna kill Mujin Park...,"Jul 20, 2017",163,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,William Park,MORI JIN? MORI JIN WHERE ARE YOU? *Legendary Pokemon Monkey King has appeared!* HOLY SH!T,"Jul 20, 2017",116,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,The Based God,I guess you could say he re(arrang)ed his organs. ,"Jul 20, 2017",82,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,HorrificLullabies,"When you can't decide if that's Mori (or at least a piece of him), Daewi's kid, or possibly Ilpyo's kid because of how he looks and acts.  But anyway, regardless of who he is, in so glad he's here!!! Can't wait for the next chapter, hopefully we'll see Mori soon <3","Jul 20, 2017",62,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,lanadellray,Guys I squealed so loud that I woke everyone in my house up. BUT MORI'S BACK!!!!!!! EEEEEEEEEEEEEEEEEEEEEE 😁😁😁😁😁😁😆😆😆😆😆😆😆,"Jul 20, 2017",49,2,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,Lil Alliebear,*LE GASP* ITS MORI OUR MORI IS BACK AGAIN,"Jul 20, 2017",43,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,Jack Fest,This is it. That's Mori Jin . It's renewal taekwondo. OMG he's back,"Jul 20, 2017",32,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,TaruUchiha ,MORI JIN IS OFICIALLY BACK!!!,"Jul 20, 2017",38,4,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,Story Prodigy,is nobody else wondering why daewi is talking to the former bully?,"Jul 20, 2017",24,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,319,2426,594306,55149,30376719,2017-07-21,Caffeinated_Noodles,"Maybe Mori split into three people; his original body (the one seen at the end) with his muscle memory and some of his memory, Mori Dan with his body's durability and strength, and Ahan Dan with his body's affinity for borrowed power? I say part of his memory because he seemed a bit less... composed compared to how he used to act. Maybe Dae-Wi was hiding him and re-educating him?  Like how Jaecheondaesong was turned into a baby, into Jin, he too turned into 3 children, each with part of himself","Jul 20, 2017",26,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,LafoBurns,Yes,"Jul 27, 2017",32038,64,63,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,ragnarok117,YEO WHAT MY BOII JUST  GOT HERE AND BEAT THREE OF THE FOUR GODS OKAYYYYSB: does anyone else think that when mori released all his power and destroyed most of Korea he created clones of himself and now he is finding them to get his power back ,"Jul 27, 2017",22945,168,75,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,Lord Eyepatch,"Jwawoo: Sunny, what does the scouter say about his power level?! Sunny: ITS OVER.....unknown....? WTF DOES UNKNOWN MEAN?!","Jul 27, 2017",16385,82,51,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,xyu.,"Does Mori Jins hair look blue to any of you guys? Edit: now that I look at it carefully, it looks purplish blue now ","Jul 27, 2017",397,5,16,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,♠Rina♠,Mori: I am most interested in you... Mori Dan Mori Dan: ...me?  Mori: daTS RITE WHERE'D YOU GET THAT BOMBASS NAME ,"Jul 27, 2017",300,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,hard boil egg,YOU KNOW SH*TS GOING DOWN WHEN THE SCOUTER CANT EVEN READ YOUR POWER LEVEL.,"Jul 27, 2017",224,1,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,TypeJupiter,"Theory Time: This mystery kid and Mori Dan each hold separate halves of Mori Jin' s power. It's probably because when Park Mu Bong betrayed Mori Jin, Mu Bong sealed his power with the Holy Grail. That may have resulted in Mori Jin's strength being divided. One received the skill set and knowledge, the other received the physical body, kind of like what happened the King, Daewi, and Mira.","Jul 27, 2017",195,1,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,Ashtin Pratt,I was honestly kinda looking forward for the mori dan story line.... BUT MORI JIN CANNOT BE BEAT! ,"Jul 27, 2017",98,3,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,SUUWORRRRRRRRRRU426S,"Hold up, did he use Hwechook at the end?!  *inhales*  HYYYYYYYPEE!!!!!!!!!!!!!!!","Jul 27, 2017",74,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,Niko666,Yes Just Yes Unordinary Got Good And Now God Of Highschool Getting Crazy Amazing Plus Noblesse And Tower Of God Just...Yes,"Jul 27, 2017",58,2,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,Triksta,We have found Mori. I REPEAT! WE HAVE FOUND MORI. RE TAEKWONDO AND ALL BABYY,"Jul 27, 2017",49,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,Hoshang Merzanazar,classisc mori jin,"Jul 27, 2017",38,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,MistaGrr,I miss Grandpa T.T,"Jul 27, 2017",37,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,Graton100,You get a kick they get a kick  everyone gets a kick,"Jul 27, 2017",33,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,320,2264,594306,47549,30376719,2017-07-28,Drazzz,THE THING THAT THE GUY WITH MORI EYES IS HOLDING AT HIS BACK IS THE HALF OF YEOUI :O,"Jul 27, 2017",29,0,2,2022-12-29
